"","From","To","Type"
"4986","BBN","WBGZ","Airport"
"4987","TMG","WBKM","Airport"
"4988","KUD","WBKT","Airport"
"4989","TKG","WIAT","Airport"
"4990","HLP","WIHH","Airport"
"4991","NTX","WION","Airport"
"4992","PSU","WIOP","Airport"
"4993","SQG","WIOS","Airport"
"4994","PDO","WIPQ","Airport"
"4995","LSW","WITM","Airport"
"4996","PKG","WMPA","Airport"
"4997","KBU","WRBK","Airport"
"4998","LBW","WRLB","Airport"
"4999","NNX","WRLF","Airport"
"5000","LPU","WRLP","Airport"
"5001","ALH","YABA","Airport"
"5002","GYL","YARG","Airport"
"5003","AUU","YAUR","Airport"
"5004","BCI","YBAR","Airport"
"5005","BDD","YBAU","Airport"
"5006","BVI","YBDV","Airport"
"5007","BHQ","YBHI","Airport"
"5008","HTI","YBHM","Airport"
"5009","BEU","YBIE","Airport"
"5010","BRK","YBKE","Airport"
"5011","BUC","YBKT","Airport"
"5012","GIC","YBOI","Airport"
"5013","OKY","YBOK","Airport"
"5014","BQL","YBOU","Airport"
"5015","BHS","YBTH","Airport"
"5016","BLT","YBTR","Airport"
"5017","CVQ","YCAR","Airport"
"5018","CAZ","YCBA","Airport"
"5019","CPD","YCBP","Airport"
"5020","CNC","YCCT","Airport"
"5021","CNJ","YCCY","Airport"
"5022","CED","YCDU","Airport"
"5023","CTN","YCKN","Airport"
"5024","CMA","YCMU","Airport"
"5025","CNB","YCNM","Airport"
"5026","CUQ","YCOE","Airport"
"5027","OOM","YCOM","Airport"
"5028","DMD","YDMG","Airport"
"5029","NLF","YDNI","Airport"
"5030","DPO","YDPO","Airport"
"5031","ELC","YELD","Airport"
"5032","EPR","YESP","Airport"
"5033","FLS","YFLI","Airport"
"5034","GET","YGEL","Airport"
"5035","GLT","YGLA","Airport"
"5036","GTE","YGTE","Airport"
"5037","GFF","YGTH","Airport"
"5038","HID","YHID","Airport"
"5039","HOK","YHOO","Airport"
"5040","MHU","YHOT","Airport"
"5041","HGD","YHUG","Airport"
"5042","JCK","YJLC","Airport"
"5043","KAX","YKBR","Airport"
"5044","KNS","YKII","Airport"
"5045","KFG","YKKG","Airport"
"5046","KRB","YKMB","Airport"
"5047","KWM","YKOW","Airport"
"5048","KUG","YKUB","Airport"
"5049","LNO","YLEO","Airport"
"5050","LEL","YLEV","Airport"
"5051","LDH","YLHI","Airport"
"5052","IRG","YLHR","Airport"
"5053","LSY","YLIS","Airport"
"5054","LHG","YLRD","Airport"
"5055","LRE","YLRE","Airport"
"5056","LER","YLST","Airport"
"5057","LVO","YLTN","Airport"
"5058","UBB","YMAA","Airport"
"5059","MKR","YMEK","Airport"
"5060","MIM","YMER","Airport"
"5061","MGT","YMGB","Airport"
"5062","MNG","YMGD","Airport"
"5063","MCV","YMHU","Airport"
"5064","MQL","YMIA","Airport"
"5065","MMG","YMOG","Airport"
"5066","MRZ","YMOR","Airport"
"5067","MOV","YMRB","Airport"
"5068","MYA","YMRY","Airport"
"5069","MGB","YMTG","Airport"
"5070","ONG","YMTI","Airport"
"5071","MYI","YMUI","Airport"
"5072","MBH","YMYB","Airport"
"5073","NRA","YNAR","Airport"
"5074","NAA","YNBR","Airport"
"5075","NTN","YNTN","Airport"
"5076","ZNE","YNWN","Airport"
"5077","OLP","YOLD","Airport"
"5078","PUG","YPAG","Airport"
"5079","PMK","YPAM","Airport"
"5080","PBO","YPBO","Airport"
"5081","CCK","YPCC","Airport"
"5082","GOV","YPGV","Airport"
"5083","PKE","YPKS","Airport"
"5084","PLO","YPLC","Airport"
"5085","EDR","YPMP","Airport"
"5086","PQQ","YPMQ","Airport"
"5087","PTJ","YPOD","Airport"
"5088","ULP","YQLP","Airport"
"5089","RAM","YRNG","Airport"
"5090","RMA","YROM","Airport"
"5091","SGO","YSGE","Airport"
"5092","MJK","YSHK","Airport"
"5093","SBR","YSII","Airport"
"5094","SRN","YSRN","Airport"
"5095","XTG","YTGM","Airport"
"5096","TCA","YTNK","Airport"
"5097","VCD","YVRD","Airport"
"5098","SYU","YWBS","Airport"
"5099","WNR","YWDH","Airport"
"5100","WYA","YWHA","Airport"
"5101","WUN","YWLU","Airport"
"5102","WOL","YWOL","Airport"
"5103","WIN","YWTN","Airport"
"5104","BWT","YWYY","Airport"
"5105","OKR","YYKI","Airport"
"5106","XMY","YYMI","Airport"
"5107","NAY","ZBNY","Airport"
"5108","CIF","ZBCF","Airport"
"5109","CIH","ZBCZ","Airport"
"5110","DAT","ZBDT","Airport"
"5111","HET","ZBHH","Airport"
"5112","BAV","ZBOW","Airport"
"5113","SJW","ZBSJ","Airport"
"5114","TGO","ZBTL","Airport"
"5115","HLH","ZBUL","Airport"
"5116","XIL","ZBXH","Airport"
"5117","BHY","ZGBH","Airport"
"5118","CGD","ZGCD","Airport"
"5119","DYG","ZGDY","Airport"
"5120","MXZ","ZGMX","Airport"
"5121","ZUH","ZGSD","Airport"
"5122","LZH","ZGZH","Airport"
"5123","ZHA","ZGZJ","Airport"
"5124","ENH","ZHES","Airport"
"5125","NNY","ZHNY","Airport"
"5126","XFN","ZHXF","Airport"
"5127","YIH","ZHYC","Airport"
"5128","AKA","ZLAK","Airport"
"5129","GOQ","ZLGM","Airport"
"5130","HZG","ZLHZ","Airport"
"5131","IQN","ZLQY","Airport"
"5132","XNN","ZLXN","Airport"
"5133","ENY","ZLYA","Airport"
"5134","UYN","ZLYL","Airport"
"5135","AVK","ZMAH","Airport"
"5136","LTI","ZMAT","Airport"
"5137","BYN","ZMBH","Airport"
"5138","DLZ","ZMDZ","Airport"
"5139","HVD","ZMKD","Airport"
"5140","MXV","ZMMN","Airport"
"5141","DIG","ZPDQ","Airport"
"5142","LUM","ZPLX","Airport"
"5143","SYM","ZPSM","Airport"
"5144","ZAT","ZPZT","Airport"
"5145","KOW","ZSGZ","Airport"
"5146","JDZ","ZSJD","Airport"
"5147","JIU","ZSJJ","Airport"
"5148","JUZ","ZSJU","Airport"
"5149","LYG","ZSLG","Airport"
"5150","HYN","ZSLQ","Airport"
"5151","LYI","ZSLY","Airport"
"5152","JJN","ZSQZ","Airport"
"5153","TXN","ZSTX","Airport"
"5154","WEF","ZSWF","Airport"
"5155","WEH","ZSWH","Airport"
"5156","WUX","ZSWX","Airport"
"5157","WUS","ZSWY","Airport"
"5158","WNZ","ZSWZ","Airport"
"5159","YNZ","ZSYN","Airport"
"5160","YIW","ZSYW","Airport"
"5161","HSN","ZSZS","Airport"
"5162","BPX","ZUBD","Airport"
"5163","DAX","ZUDX","Airport"
"5164","GYS","ZUGU","Airport"
"5165","LZO","ZULZ","Airport"
"5166","MIG","ZUMY","Airport"
"5167","NAO","ZUNC","Airport"
"5168","LZY","ZUNZ","Airport"
"5169","WXN","ZUWX","Airport"
"5170","AKU","ZWAK","Airport"
"5171","IQM","ZWCM","Airport"
"5172","KCA","ZWKC","Airport"
"5173","KRL","ZWKL","Airport"
"5174","KRY","ZWKM","Airport"
"5175","YIN","ZWYN","Airport"
"5176","HEK","ZYHE","Airport"
"5177","JMU","ZYJM","Airport"
"5178","JNZ","ZYJZ","Airport"
"5179","NDG","ZYQQ","Airport"
"5180","YNJ","ZYYJ","Airport"
"5185","WME","YMNE","Airport"
"5186","LRV","SVRS","Airport"
"5188","NNR","EICA","Airport"
"5189","GTI","EDCG","Airport"
"5190","EZV","USHB","Airport"
"5192","ORH","KORH","Airport"
"5193","AQG","ZSAQ","Airport"
"5195","SHP","ZBSH","Airport"
"5196","YCU","ZBYC","Airport"
"5198","JGN","ZLJQ","Airport"
"5199","DDG","ZYDD","Airport"
"5200","DSN","ZBDS","Airport"
"5201","PZI","ZUZH","Airport"
"5210","PWT","KPWT","Airport"
"5211","SPW","KSPW","Airport"
"5212","JEF","KJEF","Airport"
"5214","BLD","KBVU","Airport"
"5219","UNT","EGPW","Airport"
"5221","PVC","KPVC","Airport"
"5225","SBH","TFFJ","Airport"
"5229","KMW","UUBA","Airport"
"5230","SUI","UGSS","Airport"
"5231","TBW","UUOT","Airport"
"5232","OBN","EGEO","Airport"
"5241","FSZ","RJNS","Airport"
"5242","ERM","SSER","Airport"
"5244","CVF","LFLJ","Airport"
"5245","FUL","KFUL","Airport"
"5246","USA","KJQF","Airport"
"5249","NVI","UTSA","Airport"
"5255","QSF","DAAS","Airport"
"5256","LRH","LFBH","Airport"
"5257","SUN","KSUN","Airport"
"5262","MCW","KMCW","Airport"
"5266","AZA","KIWA","Airport"
"5267","XAU","SOOS","Airport"
"5286","AKP","PAKP","Airport"
"5287","ANV","PANV","Airport"
"5288","ATK","PATQ","Airport"
"5289","GAM","PAGM","Airport"
"5290","HPB","PAHP","Airport"
"5291","KAL","PAKV","Airport"
"5292","KSM","PASM","Airport"
"5293","KVL","PAVL","Airport"
"5294","MYU","PAMY","Airport"
"5295","PHO","PPHO","Airport"
"5296","RBY","PARY","Airport"
"5297","SHH","PASH","Airport"
"5298","SVA","PASA","Airport"
"5299","WTK","PAWN","Airport"
"5300","OMC","RPVO","Airport"
"5301","YPX","CYPX","Airport"
"5302","YTQ","CYTQ","Airport"
"5303","ARC","PARC","Airport"
"5304","QOW","DNIM","Airport"
"5305","FON","MRAN","Airport"
"5306","TMU","MRTR","Airport"
"5307","CYZ","RPUY","Airport"
"5308","KVK","ULMK","Airport"
"5309","GVR","SBGV","Airport"
"5310","KPC","PAPC","Train"
"5311","PJA","ESUP","Airport"
"5312","QBC","CYBD","Airport"
"5314","ACR","SKAC","Airport"
"5315","GOP","VEGK","Airport"
"5316","SDP","PASD","Airport"
"5317","HMI","ZWHM","Airport"
"5318","WUZ","ZGWZ","Airport"
"5319","TBH","RPVU","Airport"
"5320","ACP","OITM","Airport"
"5321","GBT","OING","Airport"
"5322","IIL","OICI","Airport"
"5323","PFQ","OITP","Airport"
"5324","LGQ","SELA","Airport"
"5326","TCG","ZWTC","Airport"
"5327","MQM","LTCR","Airport"
"5328","AFS","UTSN","Airport"
"5329","DRG","PADE","Airport"
"5330","LEN","LELN","Airport"
"5331","RGS","LEBG","Airport"
"5332","EGM","AGGS","Airport"
"5333","CQD","OIFS","Airport"
"5334","DHM","VIGG","Airport"
"5335","NDC","VAND","Airport"
"5336","SLV","VISM","Airport"
"5337","IGG","PAIG","Airport"
"5338","KNW","PANW","Airport"
"5339","KVC","PAVC","Airport"
"5340","PTH","PAPH","Airport"
"5341","TOG","PATG","Airport"
"5342","EGN","HSGN","Airport"
"5343","LKH","WBGL","Airport"
"5344","TGC","WBTM","Airport"
"5345","WLH","NVSW","Airport"
"5346","CHG","ZYCY","Airport"
"5348","BHG","MHBL","Airport"
"5349","YVB","CYVB","Airport"
"5350","SKT","OPST","Airport"
"5351","PDP","SULS","Airport"
"5352","WVB","FYWB","Airport"
"5353","MPA","FYKM","Airport"
"5354","AOE","LTBY","Airport"
"5355","CKZ","LTBH","Airport"
"5356","MSR","LTCK","Airport"
"5357","NOP","LTCM","Airport"
"5358","TEQ","LTBU","Airport"
"5359","YEI","LTBR","Airport"
"5360","LSS","TFFS","Airport"
"5361","KMV","VYKL","Airport"
"5362","VQS","TJCG","Airport"
"5363","YIF","CYIF","Airport"
"5364","HDM","OIHH","Airport"
"5365","MRQ","RPUW","Airport"
"5366","GFN","YGFN","Airport"
"5367","OAG","YORG","Airport"
"5368","TRO","YTRE","Airport"
"5369","COQ","ZMCD","Airport"
"5370","HOH","LOIH","Airport"
"5373","ESC","KESC","Airport"
"5375","YAK","PAYA","Airport"
"5377","GUL","YGLB","Airport"
"5378","CES","YCNK","Airport"
"5379","NSO","YSCO","Airport"
"5380","DGE","YMDG","Airport"
"5381","MTL","YMND","Airport"
"5385","CPX","TJCP","Airport"
"5395","MWA","KMWA","Airport"
"5399","OCN","KOKB","Airport"
"5407","IMT","KIMT","Airport"
"5409","AET","PFAL","Airport"
"5414","MGC","KMGC","Airport"
"5415","SWD","PAWD","Airport"
"5419","GRM","KCKC","Airport"
"5423","AUW","KAUW","Airport"
"5429","MYP","UTAM","Airport"
"5437","MVA","BIRL","Airport"
"5438","QSA","LELL","Airport"
"5440","WSY","YWHI","Airport"
"5443","LAF","KLAF","Airport"
"5447","VGT","KVGT","Airport"
"5448","ENW","KENW","Airport"
"5450","MTJ","KMTJ","Airport"
"5451","RIW","KRIW","Airport"
"5453","PDT","KPDT","Airport"
"5456","LYM","EGMK","Airport"
"5457","PKH","LGHL","Airport"
"5467","KTR","YPTN","Airport"
"5469","NOA","YSNW","Airport"
"5475","UCK","UKLC","Airport"
"5476","CEJ","UKRR","Airport"
"5478","BQT","UMBB","Airport"
"5479","OSH","KOSH","Airport"
"5481","AGE","EDWG","Airport"
"5484","BXG","YBDG","Airport"
"5485","EAT","KEAT","Airport"
"5486","ARE","TJAB","Airport"
"5487","RIN","AGRC","Airport"
"5491","KCK","UIKK","Airport"
"5493","UKX","UITT","Airport"
"5495","RMT","NTAM","Airport"
"5497","QLS","LSGL","Airport"
"5499","ZJI","LSZL","Airport"
"5500","QNC","LSGN","Airport"
"5501","TGK","URRT","Airport"
"5502","GDZ","URKG","Airport"
"5503","ZIA","UUBW","Airport"
"5509","IAR","UUDL","Airport"
"5512","OHE","ZYMH","Airport"
"5513","JNG","ZLJN","Airport"
"5514","DRK","MRDK","Airport"
"5516","TZL","LQTZ","Airport"
"5518","NYT","VYEL","Airport"
"5521","VBP","VYBP","Airport"
"5523","NZH","ZBMZ","Airport"
"5524","WUA","ZBUH","Airport"
"5525","GYY","KGYY","Airport"
"5526","BRD","KBRD","Airport"
"5527","LWB","KLWB","Airport"
"5528","PGV","KPGV","Airport"
"5529","CYF","PACK","Airport"
"5530","OXR","KOXR","Airport"
"5531","BKG","KBBG","Airport"
"5532","TEN","ZUTR","Airport"
"5533","JGS","ZSJA","Airport"
"5536","NIU","NTKN","Airport"
"5537","SCH","KSCH","Airport"
"5538","NBC","UWKE","Airport"
"5541","QRW","DNSU","Airport"
"5543","IAO","RPNS","Airport"
"5544","LGO","EDWL","Airport"
"5554","NLP","FANS","Airport"
"5555","CKC","UKKE","Airport"
"5558","UST","KSGJ","Airport"
"5559","NLV","UKON","Airport"
"5560","RHP","VNRC","Airport"
"5561","STS","KSTS","Airport"
"5562","ISM","KISM","Airport"
"5563","LCQ","KLCQ","Airport"
"5567","LGU","KLGU","Airport"
"5568","BMC","KBMC","Airport"
"5572","ULV","UWLL","Airport"
"5580","GED","KGED","Airport"
"5582","GBD","KGBD","Airport"
"5583","HYS","KHYS","Airport"
"5584","SUS","KSUS","Airport"
"5585","LYU","KELO","Airport"
"5587","TVF","KTVF","Airport"
"5588","EGV","KEGV","Airport"
"5591","YBV","CYBV","Airport"
"5594","AVX","KAVX","Airport"
"5595","MHV","KMHV","Airport"
"5602","SWT","UNSS","Airport"
"5604","HUT","KHUT","Airport"
"5611","STJ","KSTJ","Airport"
"5619","GUC","KGUC","Airport"
"5620","SIA","ZLSN","Airport"
"5622","MBL","KMBL","Airport"
"5624","PGD","KPGD","Airport"
"5626","WFK","KFVE","Airport"
"5627","JHW","KJHW","Airport"
"5628","YTM","CYFJ","Airport"
"5629","SME","KSME","Airport"
"5630","SHD","KSHD","Airport"
"5631","DVL","KDVL","Airport"
"5632","DIK","KDIK","Airport"
"5633","SDY","KSDY","Airport"
"5634","CDR","KCDR","Airport"
"5635","AIA","KAIA","Airport"
"5636","MCK","KMCK","Airport"
"5637","MTH","KMTH","Airport"
"5638","GDV","KGDV","Airport"
"5639","OLF","KOLF","Airport"
"5640","WYS","KWYS","Airport"
"5643","ELY","KELY","Airport"
"5644","VEL","KVEL","Airport"
"5645","RUI","KSRR","Airport"
"5646","SOW","KSOW","Airport"
"5647","MYL","KMYL","Airport"
"5648","SMN","KSMN","Airport"
"5649","MMH","KMMH","Airport"
"5650","FRD","KFHR","Airport"
"5651","ESD","KORS","Airport"
"5653","AST","KAST","Airport"
"5654","ONP","KONP","Airport"
"5655","EMK","PAEM","Airport"
"5656","UNK","PAUN","Airport"
"5657","UUK","PAKU","Airport"
"5658","SHX","PAHX","Airport"
"5659","CHU","PACH","Airport"
"5660","NUI","PAQT","Airport"
"5661","EEK","PAEE","Airport"
"5662","KUK","PFKA","Airport"
"5663","KWT","PFKW","Airport"
"5664","KWK","PAGG","Airport"
"5665","MLL","PADM","Airport"
"5666","RSH","PARS","Airport"
"5669","KGK","PAJZ","Airport"
"5671","KMO","PAMB","Airport"
"5673","CIK","PACI","Airport"
"5674","EAA","PAEG","Airport"
"5675","HUS","PAHU","Airport"
"5676","HSL","PAHL","Airport"
"5679","NUL","PANU","Airport"
"5682","VEE","PAVE","Airport"
"5683","WBQ","PAWB","Airport"
"5684","CEM","PACE","Airport"
"5685","SHG","PAGH","Airport"
"5688","IYK","KIYK","Airport"
"5689","VIS","KVIS","Airport"
"5691","CYR","SUCA","Airport"
"5693","CPQ","SDAM","Airport"
"5694","GYR","KGYR","Airport"
"5696","TWB","YTWB","Airport"
"5697","BBL","YLLE","Airport"
"5699","AYK","UAUR","Airport"
"5710","HNH","PAOH","Airport"
"5722","EGX","PAII","Airport"
"5725","KPV","PAPE","Airport"
"5726","PIP","PAPN","Airport"
"5727","WSN","PFWS","Airport"
"5728","AKK","PAKH","Airport"
"5729","KYK","PAKY","Airport"
"5730","KLN","PALB","Airport"
"5745","ABL","PAFM","Airport"
"5746","BKC","PABL","Airport"
"5747","IAN","PAIK","Airport"
"5748","OBU","PAOB","Airport"
"5749","ORV","PFNO","Airport"
"5750","WLK","PASK","Airport"
"5751","KTS","PFKT","Airport"
"5752","ELI","PFEL","Airport"
"5753","GLV","PAGL","Airport"
"5754","TLA","PATE","Airport"
"5755","WAA","PAIW","Airport"
"5756","WMO","PAWM","Airport"
"5758","KKA","PAKK","Airport"
"5759","SMK","PAMK","Airport"
"5760","SKK","PFSH","Airport"
"5762","TNC","PATC","Airport"
"5763","AKB","PAAK","Airport"
"5764","IKO","PAKO","Train"
"5766","CYT","PACY","Airport"
"5767","AUK","PAUK","Airport"
"5769","KPN","PAKI","Airport"
"5770","KFP","PAKF","Airport"
"5771","NLG","PAOU","Airport"
"5772","PML","PAAL","Airport"
"5773","KLW","PAKW","Airport"
"5774","KWN","PAQH","Airport"
"5775","KOT","PFKO","Airport"
"5776","KYU","PFKU","Airport"
"5777","SCM","PACM","Airport"
"5778","NNL","PANO","Airport"
"5781","KKH","PADY","Airport"
"5782","NIB","PAFS","Airport"
"5785","AKI","PFAK","Airport"
"5788","AIN","PAWI","Airport"
"5789","APZ","SAHZ","Airport"
"5790","RDS","SAHS","Airport"
"5794","PNT","SCNT","Airport"
"5797","SGV","SAVS","Airport"
"5798","IGB","SAVJ","Airport"
"5801","NCN","PFCB","Airport"
"5803","TKJ","PFTO","Airport"
"5804","IRC","PACR","Airport"
"5808","SLQ","PASL","Airport"
"5813","LMA","PAMH","Airport"
"5814","MLY","PAML","Airport"
"5819","YNP","CNH2","Airport"
"5820","YSO","CCD4","Airport"
"5821","YWB","CYKG","Airport"
"5822","YTF","CYTF","Airport"
"5823","YGV","CYGV","Airport"
"5824","YXK","CYXK","Airport"
"5827","XTL","CYBQ","Airport"
"5828","XLB","CZWH","Airport"
"5829","XSI","CZSN","Airport"
"5830","YBT","CYBT","Airport"
"5831","ZGR","CZGR","Airport"
"5832","YCR","CYCR","Airport"
"5833","YRS","CYRS","Airport"
"5834","YOP","CYOP","Airport"
"5835","YBY","CYBF","Airport"
"5836","ZNA","CAC8","Airport"
"5841","YDT","CZBB","Airport"
"5842","YLY","CYNJ","Airport"
"5845","YFJ","CFJ2","Airport"
"5860","BZA","MNBZ","Airport"
"5861","RFS","MNRT","Airport"
"5863","WSP","MNWP","Airport"
"5865","PLD","MRCR","Airport"
"5869","COZ","MDCZ","Airport"
"5870","NEG","MKNG","Airport"
"5875","NRR","TJRV","Airport"
"5879","ARR","SAVR","Airport"
"5880","JSM","SAWS","Airport"
"5881","UYU","SLUY","Airport"
"5885","RBQ","SLRQ","Airport"
"5888","ABF","NGAB","Airport"
"5893","ABN","SMBN","Airport"
"5898","DRJ","SMDA","Airport"
"5903","ICK","SMNI","Airport"
"5904","OEM","SMPA","Airport"
"5907","SMZ","SMST","Airport"
"5908","TOT","SMCO","Airport"
"5910","KIA","PSKA","Airport"
"5914","ORJ","SYOR","Airport"
"5915","NAI","SYAN","Airport"
"5917","IMB","SYIB","Airport"
"5918","KAR","SYKM","Airport"
"5919","USI","SYMB","Airport"
"5920","MHA","SYMD","Airport"
"5921","PJC","SGPJ","Airport"
"5922","ACD","SKAD","Airport"
"5923","RVE","SKSA","Airport"
"5925","BQJ","UEBB","Airport"
"5927","VGZ","SKVG","Airport"
"5928","EBG","SKEB","Airport"
"5929","CAQ","SKCU","Airport"
"5930","COG","SKCD","Airport"
"5931","TLU","SKTL","Airport"
"5932","CFB","SBCB","Airport"
"5935","OPS","SWSI","Airport"
"5936","GRP","SWGI","Airport"
"5937","CMP","SNKE","Airport"
"5938","BVS","SNVS","Airport"
"5939","SFK","SNSW","Airport"
"5940","PIN","SWPI","Airport"
"5941","BRA","SNBR","Airport"
"5942","STZ","SWST","Airport"
"5943","MQH","SBMC","Airport"
"5944","AUX","SWGN","Airport"
"5945","NVP","SWNA","Airport"
"5947","FRC","SIMK","Airport"
"5948","DOU","SSDO","Airport"
"5949","LBR","SWLB","Airport"
"5950","ROO","SWRD","Airport"
"5951","GPB","SBGU","Airport"
"5952","JCB","SSJA","Airport"
"5962","RVD","SWLC","Airport"
"5963","AAX","SBAX","Airport"
"5964","MBZ","SWMW","Airport"
"5965","RBB","SWBR","Airport"
"5966","CIZ","SWKO","Airport"
"5967","BAZ","SWBC","Airport"
"5974","DMT","SWDM","Airport"
"5975","GNM","SNGI","Airport"
"5976","QDJ","DAFI","Airport"
"5977","NZA","FNZG","Airport"
"5979","LBZ","FNLK","Airport"
"5980","KNP","FNCP","Airport"
"5981","AMC","FTTN","Airport"
"5982","GSQ","HEOW","Airport"
"5983","MRB","KMRB","Airport"
"5984","AWA","HALA","Airport"
"5985","JIJ","HAJJ","Airport"
"5986","MKS","HAMA","Airport"
"5987","DBM","HADM","Airport"
"5988","DBT","HADT","Airport"
"5989","QHR","HAHM","Airport"
"5990","GOB","HAGB","Airport"
"5991","MYB","FOOY","Airport"
"5994","JJM","HKMK","Airport"
"5995","RBX","HSMK","Airport"
"5997","CPA","GLCP","Airport"
"6005","IHC","FQIA","Airport"
"6010","MAX","GOSM","Airport"
"6011","BDI","FSSB","Airport"
"6014","WHF","HSSW","Airport"
"6015","NBE","DTNH","Airport"
"6021","HTY","LTDA","Airport"
"6024","RVV","NTAV","Airport"
"6025","FUO","ZGFS","Airport"
"6026","HUZ","ZGHZ","Airport"
"6027","ILD","LEDA","Airport"
"6032","BIU","BIBD","Airport"
"6033","GJR","BIGJ","Airport"
"6034","SAK","BIKR","Airport"
"6038","ULG","ZMUL","Airport"
"6040","KQT","UTDT","Airport"
"6041","VGD","ULWW","Airport"
"6043","ONK","UERO","Airport"
"6044","SYS","UERS","Airport"
"6048","LDG","ULAL","Airport"
"6056","HSK","LEHC","Airport"
"6057","CQM","LERL","Airport"
"6058","NJF","ORNI","Airport"
"6062","RKH","KUZA","Airport"
"6063","AGC","KAGC","Airport"
"6064","VQQ","KVQQ","Airport"
"6065","FTY","KFTY","Airport"
"6067","TII","OATN","Airport"
"6068","ZAJ","OAZJ","Airport"
"6069","CCN","OACC","Airport"
"6071","FUG","ZSFY","Airport"
"6072","LCX","ZSLD","Airport"
"6073","BSD","ZPBS","Airport"
"6074","ACX","ZUYI","Airport"
"6076","HZH","ZUNP","Airport"
"6079","OSU","KOSU","Airport"
"6080","ADS","KADS","Airport"
"6081","DSI","KDTS","Airport"
"6083","KHE","UKOH","Airport"
"6086","HJJ","ZGCJ","Airport"
"6088","YQI","CYQI","Airport"
"6090","FFA","KFFA","Airport"
"6099","CKS","SBCJ","Airport"
"6103","MWK","WIOM","Airport"
"6113","PGU","OIBP","Airport"
"6114","YES","OISY","Airport"
"6115","OSM","ORBM","Airport"
"6116","TJH","RJBT","Airport"
"6117","AXJ","RJDA","Airport"
"6118","KKX","RJKI","Airport"
"6119","AGJ","RORA","Airport"
"6123","ULZ","ZMDN","Airport"
"6124","UGA","ZMBN","Airport"
"6125","ULO","ZMUG","Airport"
"6127","LBX","RPLU","Airport"
"6130","TJU","UTDK","Airport"
"6131","CMJ","RCCM","Airport"
"6132","TAZ","UTAT","Airport"
"6133","BWB","YBWX","Airport"
"6136","DRB","YDBY","Airport"
"6137","WGE","YWLG","Airport"
"6138","BRT","YBTI","Airport"
"6139","DKI","YDKI","Airport"
"6140","LZR","YLZI","Airport"
"6141","HLT","YHML","Airport"
"6142","HCQ","YHLC","Airport"
"6143","FIZ","YFTZ","Airport"
"6144","RVT","YNRV","Airport"
"6146","PVU","KPVU","Airport"
"6148","DTA","KDTA","Airport"
"6151","LAM","KLAM","Airport"
"6152","BXS","KBXS","Airport"
"6153","HII","KHII","Airport"
"6154","INW","KINW","Airport"
"6155","DGL","KDGL","Airport"
"6156","MZK","NGMK","Airport"
"6157","AEA","NGTB","Airport"
"6158","AAK","NGUK","Airport"
"6159","KUC","NGKT","Airport"
"6160","AIS","NGTR","Airport"
"6161","TMN","NGTM","Airport"
"6162","BEZ","NGBR","Airport"
"6163","NIG","NGNU","Airport"
"6164","BBG","NGTU","Airport"
"6165","MTK","NGMN","Airport"
"6166","MNK","NGMA","Airport"
"6167","NON","NGTO","Airport"
"6168","TSU","NGTS","Airport"
"6177","WTZ","NZWT","Airport"
"6178","KTF","NZTK","Airport"
"6183","RNA","AGAR","Airport"
"6184","CHY","AGGC","Airport"
"6185","NNB","AGGT","Airport"
"6186","XYA","AGGY","Airport"
"6188","BOW","KBOW","Airport"
"6194","FTI","NSFQ","Airport"
"6196","LVK","KLVK","Airport"
"6197","RMY","KMPI","Airport"
"6198","GFY","FYGF","Airport"
"6199","NDU","FYRU","Airport"
"6211","TRM","KTRM","Airport"
"6212","SMO","KSMO","Airport"
"6213","UDD","KUDD","Airport"
"6214","SCF","KSDL","Airport"
"6215","OLM","KOLM","Airport"
"6217","RIL","KRIL","Airport"
"6219","PDK","KPDK","Airport"
"6220","BMG","KBMG","Airport"
"6222","MMU","KMMU","Airport"
"6223","APC","KAPC","Airport"
"6224","SDM","KSDM","Airport"
"6227","VNC","KVNC","Airport"
"6228","PHK","KPHK","Airport"
"6234","ECP","KECP","Airport"
"6235","SBD","KSBD","Airport"
"6236","VAL","SNVB","Airport"
"6238","CAU","SNRU","Airport"
"6240","QNV","SDNY","Airport"
"6248","SQL","KSQL","Airport"
"6255","RWI","KRWI","Airport"
"6257","SXQ","PASX","Airport"
"6265","PHA","VVPR","Airport"
"6266","SQH","VVNS","Airport"
"6267","TKF","KTRK","Airport"
"6268","FRJ","LFTU","Airport"
"6269","GEX","YGLG","Airport"
"6290","GMV","UT25","Airport"
"6295","LAL","KLAL","Airport"
"6329","SYH","VNSB","Airport"
"6332","RBK","KF70","Airport"
"6335","FNU","LIER","Airport"
"6337","MYQ","VOMY","Airport"
"6339","MGY","KMGY","Airport"
"6341","FDY","KFDY","Airport"
"6345","PEA","YPSH","Airport"
"6355","EMP","KEMP","Airport"
"6368","BBP","EGHJ","Airport"
"6372","SPF","KSPF","Airport"
"6380","OLV","KOLV","Airport"
"6381","KNA","SCVM","Airport"
"6384","ONQ","LTAS","Airport"
"6385","BJC","KBJC","Airport"
"6389","SLE","KSLE","Airport"
"6390","UTM","KUTA","Airport"
"6393","ZKB","FLKY","Airport"
"6402","MWC","KMWC","Airport"
"6403","JVL","KJVL","Airport"
"6411","BWG","KBWG","Airport"
"6412","RVS","KRVS","Airport"
"6417","KGO","UKKG","Airport"
"6419","DBB","HEAL","Airport"
"6420","BCE","KBCE","Airport"
